Watchlist Scanner,,,,,,,
,,,,,,,
Results,,,,,,,
Symbol,MovAvgExponential,Close,AvgClose1636,Avg300,AvgRisk300,totalRisk300,totalstocksWithAccount
SOJC,custom expression subscription limit exceeded,26.03,,,,,
SOLO,custom expression subscription limit exceeded,2.15,,,,,
SONX,custom expression subscription limit exceeded,8.17,,,,,
SOPH,custom expression subscription limit exceeded,14.13,,,,,
SOTK,custom expression subscription limit exceeded,8.62,,,,,
SOVO,custom expression subscription limit exceeded,14.15,,,,,
SPCE,custom expression subscription limit exceeded,10.14,,,,,
SPGS,custom expression subscription limit exceeded,9.74,,,,,
SPIR,custom expression subscription limit exceeded,2.77,,,,,
SPNE,custom expression subscription limit exceeded,12.96,,,,,
SPNT,custom expression subscription limit exceeded,8.18,,,,,
SPOK,custom expression subscription limit exceeded,9.6,,,,,
SPPI,custom expression subscription limit exceeded,1.13,,,,,
SPRB,custom expression subscription limit exceeded,3.43,,,,,
SPRC,custom expression subscription limit exceeded,6.138,,,,,
SPWR,custom expression subscription limit exceeded,20.16,,,,,
SQFT,custom expression subscription limit exceeded,4.09,,,,,
SRAD,custom expression subscription limit exceeded,15.47,,,,,
SRAX,custom expression subscription limit exceeded,5.36,,,,,
SRNE,custom expression subscription limit exceeded,4.56,,,,,
SRRK,custom expression subscription limit exceeded,20.23,,,,,
SRTS,custom expression subscription limit exceeded,8.83,,,,,
SRZN,custom expression subscription limit exceeded,4.64,,,,,
SSNT,custom expression subscription limit exceeded,4.28,,,,,
SSRM,custom expression subscription limit exceeded,16.44,,,,,
SSYS,custom expression subscription limit exceeded,24.04,,,,,
STAR,custom expression subscription limit exceeded,25.21,,,,,
STEM,custom expression subscription limit exceeded,14.9,,,,,
STKL,custom expression subscription limit exceeded,5.88,,,,,
STKS,custom expression subscription limit exceeded,12.68,,,,,
STNE,custom expression subscription limit exceeded,16.62,,,,,
STNG,custom expression subscription limit exceeded,13.01,,,,,
STOK,custom expression subscription limit exceeded,19.58,,,,,
STON,custom expression subscription limit exceeded,2.37,,,,,
STRN,custom expression subscription limit exceeded,4.05,,,,,
STRO,custom expression subscription limit exceeded,10.7,,,,,
STRR,custom expression subscription limit exceeded,1.99,,,,,
STSA,custom expression subscription limit exceeded,4.53,,,,,
STTK,custom expression subscription limit exceeded,7.3,,,,,
STWD,custom expression subscription limit exceeded,25.36,,,,,
STXS,custom expression subscription limit exceeded,5.73,,,,,
SUAC,custom expression subscription limit exceeded,9.84,,,,,
SUMO,custom expression subscription limit exceeded,11.87,,,,,
SUNL,custom expression subscription limit exceeded,3.49,,,,,
SUNW,custom expression subscription limit exceeded,2.6,,,,,
SURG,custom expression subscription limit exceeded,2.78,,,,,
SVFA,custom expression subscription limit exceeded,9.91,,,,,
SVFC,custom expression subscription limit exceeded,9.96,,,,,
SVFD,custom expression subscription limit exceeded,4.4,,,,,
SVNA,custom expression subscription limit exceeded,9.92,,,,,
SWCH,custom expression subscription limit exceeded,25.76,,,,,
SWIM,custom expression subscription limit exceeded,19.92,,,,,
SWIR,custom expression subscription limit exceeded,16.47,,,,,
SWKH,custom expression subscription limit exceeded,19.32,,,,,
SYBX,custom expression subscription limit exceeded,2.05,,,,,
SYNL,custom expression subscription limit exceeded,17.3,,,,,
SYRS,custom expression subscription limit exceeded,2.69,,,,,
SYTA,custom expression subscription limit exceeded,1.46,,,,,
TACT,custom expression subscription limit exceeded,9.7477,,,,,
TALK,custom expression subscription limit exceeded,1.55,,,,,
TALO,custom expression subscription limit exceeded,11.31,,,,,
TARA,custom expression subscription limit exceeded,6.37,,,,,
TATT,custom expression subscription limit exceeded,6.44,,,,,
TBCP,custom expression subscription limit exceeded,9.76,,,,,
TBLD,custom expression subscription limit exceeded,19.52,,,,,
TBPH,custom expression subscription limit exceeded,9.88,,,,,
TCAC,custom expression subscription limit exceeded,9.87,,,,,
TCDA,custom expression subscription limit exceeded,8.91,,,,,
TCMD,custom expression subscription limit exceeded,17.98,,,,,
TCOM,custom expression subscription limit exceeded,23.72,,,,,
TCON,custom expression subscription limit exceeded,2.36,,,,,
TCPC,custom expression subscription limit exceeded,13.67,,,,,
TCRR,custom expression subscription limit exceeded,4.01,,,,,
TCRX,custom expression subscription limit exceeded,5.05,,,,,
TDUP,custom expression subscription limit exceeded,10.76,,,,,
TEDU,custom expression subscription limit exceeded,1.81,,,,,
TELL,custom expression subscription limit exceeded,3.18,,,,,
TEVA,custom expression subscription limit exceeded,9.17,,,,,
TFFP,custom expression subscription limit exceeded,7.26,,,,,
TFSL,custom expression subscription limit exceeded,18.16,,,,,
TGLS,custom expression subscription limit exceeded,22.24,,,,,
TGNA,custom expression subscription limit exceeded,19.41,,,,,
TGTX,custom expression subscription limit exceeded,15.69,,,,,
THCA,custom expression subscription limit exceeded,10.2297,,,,,
THRN,custom expression subscription limit exceeded,6.41,,,,,
THRX,custom expression subscription limit exceeded,11.73,,,,,
TIGR,custom expression subscription limit exceeded,4.38,,,,,
TINV,custom expression subscription limit exceeded,10.15,,,,,
TIOA,custom expression subscription limit exceeded,9.72,,,,,
TIVC,custom expression subscription limit exceeded,2.97,,,,,
TKNO,custom expression subscription limit exceeded,16.31,,,,,
TLIS,custom expression subscription limit exceeded,3.26,,,,,
TLRY,custom expression subscription limit exceeded,6.86,,,,,
TLYS,custom expression subscription limit exceeded,12.96,,,,,
TMCI,custom expression subscription limit exceeded,20.48,,,,,
TMDX,custom expression subscription limit exceeded,16.51,,,,,
TMST,custom expression subscription limit exceeded,16.08,,,,,
TNGX,custom expression subscription limit exceeded,8.64,,,,,
TNYA,custom expression subscription limit exceeded,10,,,,,
TOST,custom expression subscription limit exceeded,25.2,,,,,
TOUR,custom expression subscription limit exceeded,1.36,,,,,
TPHS,custom expression subscription limit exceeded,1.83,,,,,
TPIC,custom expression subscription limit exceeded,13.17,,,,,
TPTA,custom expression subscription limit exceeded,24.975,,,,,
TRAQ,custom expression subscription limit exceeded,9.88,,,,,
TREB,custom expression subscription limit exceeded,8.97,,,,,
TRHC,custom expression subscription limit exceeded,15.02,,,,,
TRIB,custom expression subscription limit exceeded,1.385,,,,,
TRKA,custom expression subscription limit exceeded,1.25,,,,,
TRMR,custom expression subscription limit exceeded,14.3,,,,,
TRON,custom expression subscription limit exceeded,9.89,,,,,
TROO,custom expression subscription limit exceeded,5.5,,,,,
TROX,custom expression subscription limit exceeded,25.22,,,,,
TRTL,custom expression subscription limit exceeded,9.72,,,,,
TRTX,custom expression subscription limit exceeded,13.24,,,,,
TRUE,custom expression subscription limit exceeded,3.73,,,,,
TRVG,custom expression subscription limit exceeded,2.25,,,,,
TSHA,custom expression subscription limit exceeded,9.53,,,,,
TSLX,custom expression subscription limit exceeded,23.99,,,,,
TSRI,custom expression subscription limit exceeded,11.8,,,,,
TSVT,custom expression subscription limit exceeded,22.5,,,,,
TTCF,custom expression subscription limit exceeded,13.89,,,,,
TTMI,custom expression subscription limit exceeded,15.29,,,,,
TUEM,custom expression subscription limit exceeded,1.9,,,,,
TUFN,custom expression subscription limit exceeded,9.31,,,,,
TURN,custom expression subscription limit exceeded,7.4,,,,,
TUYA,custom expression subscription limit exceeded,5.46,,,,,
TVTX,custom expression subscription limit exceeded,27.54,,,,,
TVTY,custom expression subscription limit exceeded,25.09,,,,,
TWND,custom expression subscription limit exceeded,9.84,,,,,
TWNK,custom expression subscription limit exceeded,20.28,,,,,
TWOU,custom expression subscription limit exceeded,16.43,,,,,
TYRA,custom expression subscription limit exceeded,12.46,,,,,
TZOO,custom expression subscription limit exceeded,9.91,,,,,
UAVS,custom expression subscription limit exceeded,1.47,,,,,
UBFO,custom expression subscription limit exceeded,8.28,,,,,
UCIB,custom expression subscription limit exceeded,21.64,,,,,
UDMY,custom expression subscription limit exceeded,15.34,,,,,
UFCS,custom expression subscription limit exceeded,25.39,,,,,
UIHC,custom expression subscription limit exceeded,4.3,,,,,
ULCC,custom expression subscription limit exceeded,13.87,,,,,
UMPQ,custom expression subscription limit exceeded,21.16,,,,,
UNCY,custom expression subscription limit exceeded,1.79,,,,,
UNIT,custom expression subscription limit exceeded,12.52,,,,,
UONE,custom expression subscription limit exceeded,5.24,,,,,
UPLD,custom expression subscription limit exceeded,20.21,,,,,
URGN,custom expression subscription limit exceeded,8.49,,,,,
UROY,custom expression subscription limit exceeded,3.73,,,,,
USAC,custom expression subscription limit exceeded,17.53,,,,,
USAK,custom expression subscription limit exceeded,20.57,,,,,
USDP,custom expression subscription limit exceeded,5.74,,,,,
USER,custom expression subscription limit exceeded,7.37,,,,,
USIO,custom expression subscription limit exceeded,3.62,,,,,
USOI,custom expression subscription limit exceeded,5.34,,,,,
UTRS,custom expression subscription limit exceeded,5.82,,,,,
UUUU,custom expression subscription limit exceeded,7.15,,,,,
UWMC,custom expression subscription limit exceeded,5.72,,,,,
UXIN,custom expression subscription limit exceeded,1.24,,,,,
VALE,custom expression subscription limit exceeded,15.38,,,,,
VAQC,custom expression subscription limit exceeded,9.76,,,,,
VATE,custom expression subscription limit exceeded,4.06,,,,,
VBIV,custom expression subscription limit exceeded,2.05,,,,,
VBLT,custom expression subscription limit exceeded,1.7,,,,,
VCIF,custom expression subscription limit exceeded,10.27,,,,,
VCKA,custom expression subscription limit exceeded,10.08,,,,,
VCXA,custom expression subscription limit exceeded,9.81,,,,,
VELO,custom expression subscription limit exceeded,9.7,,,,,
VENA,custom expression subscription limit exceeded,10.076,,,,,
VERI,custom expression subscription limit exceeded,18.15,,,,,
VERU,custom expression subscription limit exceeded,5.89,,,,,
VERX,custom expression subscription limit exceeded,14.01,,,,,
VHAQ,custom expression subscription limit exceeded,10.045,,,,,
VIAV,custom expression subscription limit exceeded,16.94,,,,,
VIEW,custom expression subscription limit exceeded,3.13,,,,,
VIGL,custom expression subscription limit exceeded,14,,,,,
VINP,custom expression subscription limit exceeded,12.18,,,,,
VIOT,custom expression subscription limit exceeded,2.1,,,,,
VIPS,custom expression subscription limit exceeded,9.29,,,,,
VIRC,custom expression subscription limit exceeded,3.1412,,,,,
VIRI,custom expression subscription limit exceeded,6.36,,,,,
VIRX,custom expression subscription limit exceeded,3.17,,,,,
VISL,custom expression subscription limit exceeded,1.04,,,,,
VIST,custom expression subscription limit exceeded,6.21,,,,,
VITL,custom expression subscription limit exceeded,18.39,,,,,
VIVO,custom expression subscription limit exceeded,20.82,,,,,
VKTX,custom expression subscription limit exceeded,4.24,,,,,
VLRS,custom expression subscription limit exceeded,19.5,,,,,
VLTA,custom expression subscription limit exceeded,5.63,,,,,
VMEO,custom expression subscription limit exceeded,14.69,,,,,
VMGA,custom expression subscription limit exceeded,9.87,,,,,
VNCE,custom expression subscription limit exceeded,9,,,,,
VNDA,custom expression subscription limit exceeded,15,,,,,
VNET,custom expression subscription limit exceeded,9.24,,,,,
VOLT,custom expression subscription limit exceeded,3.72,,,,,
VORB,custom expression subscription limit exceeded,8.545,,,,,
VOXX,custom expression subscription limit exceeded,10.52,,,,,
VRAR,custom expression subscription limit exceeded,8.7,,,,,
VRAY,custom expression subscription limit exceeded,4.77,,,,,
VRDN,custom expression subscription limit exceeded,20,,,,,
VRME,custom expression subscription limit exceeded,3.24,,,,,
VRNA,custom expression subscription limit exceeded,6.75,,,,,
VRRM,custom expression subscription limit exceeded,14.9,,,,,
VSAC,custom expression subscription limit exceeded,9.92,,,,,
VSTM,custom expression subscription limit exceeded,1.8,,,,,
VTGN,custom expression subscription limit exceeded,1.74,,,,,
VTIQ,custom expression subscription limit exceeded,9.78,,,,,
VTRS,custom expression subscription limit exceeded,15.22,,,,,
VTYX,custom expression subscription limit exceeded,15.73,,,,,
VVNT,custom expression subscription limit exceeded,7.85,,,,,
VWTR,custom expression subscription limit exceeded,11.7,,,,,
VXRT,custom expression subscription limit exceeded,5.87,,,,,
VYGR,custom expression subscription limit exceeded,2.94,,,,,
VZIO,custom expression subscription limit exceeded,17.85,,,,,
WALD,custom expression subscription limit exceeded,10.01,,,,,
WATT,custom expression subscription limit exceeded,1.18,,,,,
WEBR,custom expression subscription limit exceeded,10.41,,,,,
WEJO,custom expression subscription limit exceeded,5.45,,,,,
WETF,custom expression subscription limit exceeded,6.39,,,,,
WEYS,custom expression subscription limit exceeded,24.42,,,,,
WIMI,custom expression subscription limit exceeded,2.7,,,,,
WINT,custom expression subscription limit exceeded,1.49,,,,,
WINV,custom expression subscription limit exceeded,9.83,,,,,
WISH,custom expression subscription limit exceeded,2.53,,,,,
WKHS,custom expression subscription limit exceeded,3.9,,,,,
WOOF,custom expression subscription limit exceeded,18.47,,,,,
WORX,custom expression subscription limit exceeded,1.32,,,,,
WPRT,custom expression subscription limit exceeded,2.13,,,,,
WRAC,custom expression subscription limit exceeded,9.91,,,,,
WTER,custom expression subscription limit exceeded,1.13,,,,,
WTTR,custom expression subscription limit exceeded,6.8,,,,,
WVVI,custom expression subscription limit exceeded,9.6,,,,,
XBIO,custom expression subscription limit exceeded,1.24,,,,,
XBIT,custom expression subscription limit exceeded,11.6,,,,,
XERS,custom expression subscription limit exceeded,2.22,,,,,
XNET,custom expression subscription limit exceeded,1.92,,,,,
XPDI,custom expression subscription limit exceeded,10.03,,,,,
XPER,custom expression subscription limit exceeded,18.35,,,,,
XPOA,custom expression subscription limit exceeded,9.81,,,,,
XPRO,custom expression subscription limit exceeded,16.53,,,,,
XRTX,custom expression subscription limit exceeded,1.97,,,,,
XSPA,custom expression subscription limit exceeded,1.64,,,,,
XTLB,custom expression subscription limit exceeded,2.9052,,,,,
XXII,custom expression subscription limit exceeded,2.47,,,,,
YALA,custom expression subscription limit exceeded,6.54,,,,,
YCBD,custom expression subscription limit exceeded,1.05,,,,,
YMAB,custom expression subscription limit exceeded,12.12,,,,,
YTEN,custom expression subscription limit exceeded,4.13,,,,,
ZETA,custom expression subscription limit exceeded,8.61,,,,,
ZGNX,custom expression subscription limit exceeded,15.93,,,,,
ZIVO,custom expression subscription limit exceeded,2.77,,,,,
ZKIN,custom expression subscription limit exceeded,1.53,,,,,
ZNTE,custom expression subscription limit exceeded,10.18,,,,,
ZYME,custom expression subscription limit exceeded,14.97,,,,,
ZYNE,custom expression subscription limit exceeded,2.63,,,,,
